CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1,P_Area_km2
187,-3.96044,5.33662,1.35313,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.35313
188,-4.02385,5.35688,0.08498,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.08498
189,-3.41027,6.07837,547.23714,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,329.16253
189,-3.41027,6.07837,547.23714,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,218.07461
190,-4.0143,5.34293,0.72508,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.72508
191,-3.98109,5.44459,59.4691,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,59.4691
192,-4.00462,5.31191,0.70198,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.70198
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,,129.87873
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,208.33763
194,-3.19408,6.00951,188.8757,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,95.58029
194,-3.19408,6.00951,188.8757,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,93.29542
195,-3.75462,6.80255,465.36276,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,233.60511
195,-3.75462,6.80255,465.36276,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,231.75765
196,-4.0239,5.33385,0.35787,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.35787
197,-6.21975,6.63773,252.63021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,252.63021
198,-4.03121,5.34644,0.50186,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.50186
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,532.84567
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,22.53837
200,-3.972,5.27282,0.91968,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.91968
201,-6.14542,6.20806,164.60857,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,164.60857
202,-4.36045,5.93845,185.44653,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,185.44653
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,20.67539
203,-8.31238,6.76874,266.67476,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,245.99936
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,9.02767
204,-4.69351,5.82019,278.10823,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,269.08056
205,-3.99589,5.40011,0.47416,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.47416
206,-5.01563,6.56248,103.8612,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,103.8612
207,-3.88979,5.35592,13.74861,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,13.74861
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,314.4309
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,23.21629
209,-4.02644,5.35534,0.27949,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.27949
210,-6.58055,4.93483,227.21307,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,227.21307
211,-3.86992,5.34803,68.21116,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,68.21116
212,-5.71281,6.31664,177.99151,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,177.99151
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,499.46177
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,170.35376
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,870.06965
214,-6.40205,10.196,1297.91063,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,427.84098
215,-7.46896,4.52897,572.08278,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,572.08278
216,-3.99823,5.32433,0.69523,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.69523
217,-7.98344,6.59438,530.23994,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,530.23994
218,-4.00602,5.32849,0.16203,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.16203
219,-4.54144,7.04425,1003.68823,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,1003.68823
220,-4.67297,5.90559,233.25876,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,20.80412
220,-4.67297,5.90559,233.25876,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,212.45464
221,-5.487,7.89707,554.83515,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,444.59139
221,-5.487,7.89707,554.83515,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,110.24376
222,-6.20083,6.38557,211.43502,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,0.80048
222,-6.20083,6.38557,211.43502,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,210.63454
223,-7.33477,9.90651,940.70727,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,940.70727
224,-6.52537,6.65418,242.54933,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,242.54933
225,-4.05386,5.32566,0.66211,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.66211
226,-3.98142,5.39893,0.45715,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.45715
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,456.30569
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,217.86665
228,-3.77614,6.58296,388.55576,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,247.00556
228,-3.77614,6.58296,388.55576,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,33.05304
228,-3.77614,6.58296,388.55576,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,108.49716
229,-3.23296,8.28194,1254.64667,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,1254.64667
230,-2.80198,8.04267,44.88389,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,44.88389
231,-3.52619,5.48876,372.55437,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,372.55437
232,-4.20486,6.6585,42.3818,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,42.3818
234,-4.21096,7.68394,798.45938,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,798.45938
235,-3.95654,5.37053,0.70601,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.70601
236,-4.64094,8.35232,2534.69999,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,2534.69999
237,-4.10672,5.34494,3.69704,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,3.69704
238,-5.21772,6.37021,321.96277,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,146.96525
238,-5.21772,6.37021,321.96277,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,90.84596
238,-5.21772,6.37021,321.96277,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,84.15156
239,-6.05127,6.92457,167.58249,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,167.58249
240,-3.59676,5.26188,64.37674,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,64.37674
241,-6.48589,7.14573,210.48491,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,210.48491
242,-3.96436,5.36086,0.54386,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.54386
243,-3.51215,6.73469,10.38527,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,10.38527
244,-7.75845,8.83942,1212.34896,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,,1165.70152
244,-7.75845,8.83942,1212.34896,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,46.64744
245,-4.01486,5.31764,0.08015,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.08015
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,,673.6373
246,-7.50852,8.7741,1315.88628,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,642.24898
247,-5.29514,7.87791,412.16916,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,412.16916
248,-5.26035,7.01237,112.20279,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,112.20279
249,-5.85471,7.2633,457.48787,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,431.12197
249,-5.85471,7.2633,457.48787,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,14.13309
249,-5.85471,7.2633,457.48787,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,12.23281
250,-5.7533,6.98254,22.36936,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,22.36936
251,-5.03116,7.68152,4.63985,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,4.63985
252,-5.67218,8.21138,637.00815,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,44.53979
252,-5.67218,8.21138,637.00815,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,592.46837
253,-3.80428,6.2513,119.86146,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,119.86146
254,-5.31967,5.63403,272.05359,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,272.05359
255,-2.9829,9.27721,2973.74586,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,2973.74586
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,3.12309
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,246.7761
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,0.00957
257,-6.55788,9.5217,1979.79472,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,1974.56939
257,-6.55788,9.5217,1979.79472,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,5.22533
258,-4.024,5.35985,0.22134,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.22134
259,-3.81509,5.2964,104.63091,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,104.63091
260,-4.01595,5.43389,0.37892,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.37892
261,-4.16275,5.30904,48.01552,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,48.01552
262,-4.84635,7.6005,768.3599,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,99.84976
262,-4.84635,7.6005,768.3599,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,668.51014
263,-6.37964,6.49878,200.09599,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,200.09599
264,-4.04034,6.91292,236.88786,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,236.88786
265,-6.51694,7.60179,896.82395,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,18.60151
265,-6.51694,7.60179,896.82395,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,878.22244
266,-5.5269,5.51959,256.17076,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,256.17076
267,-4.22151,6.65499,55.4125,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,55.4125
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,266.26268
268,-7.00421,6.25824,298.79599,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,32.53332
269,-7.0145,6.24747,207.88524,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,73.22736
269,-7.0145,6.24747,207.88524,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,134.65788
270,-5.26186,6.82117,1.96219,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,1.96219
271,-3.98762,5.41946,1.34227,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.34227
272,-3.49559,6.71502,66.88428,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,66.88428
273,-5.27874,6.86776,13.60109,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,13.60109
274,-3.9372,5.30673,15.98603,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,15.98603
275,-3.98847,5.34169,1.0809,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.0809
276,-5.02719,7.65189,100.924,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,100.924
277,-6.61336,4.73619,46.42827,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,46.42827
278,-3.98565,5.29762,0.11012,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.11012
279,-4.02845,5.33062,0.63364,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.63364
280,-4.01573,5.35766,0.61048,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.61048
281,-4.00078,5.29739,0.23818,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.23818
282,-3.98391,5.38147,1.004,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.004
283,-4.0019,5.30783,0.40699,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.40699
284,-4.39761,6.24356,375.77237,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,71.12133
284,-4.39761,6.24356,375.77237,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,47.33454
284,-4.39761,6.24356,375.77237,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,257.3165
285,-4.02162,5.41918,0.59076,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.59076
286,-4.09153,5.3547,0.78806,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.78806
287,-4.0881,5.30702,8.71193,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,8.71193
288,-6.68161,7.95491,503.71789,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,443.50039
288,-6.68161,7.95491,503.71789,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,60.21749
289,-4.07393,5.35597,0.34902,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.34902
290,-4.00345,5.29519,0.52996,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.52996
291,-3.08349,7.26764,209.80429,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,209.80429
292,-4.01494,5.32348,0.17409,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.17409
293,-7.62726,6.1936,1332.82392,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,1332.82392
294,-5.07624,5.70333,252.25832,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,8.27059
294,-5.07624,5.70333,252.25832,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,243.98773
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,57.66746
295,-3.20473,7.14386,125.65659,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,67.98913
296,-5.06052,7.70575,23.55142,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,23.55142
297,-4.0246,5.36367,0.38397,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.38397
298,-4.01092,5.39982,0.87619,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.87619
299,-6.44185,6.8716,3.44667,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,3.44667
300,-3.93541,5.36357,1.99935,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.99935
301,-4.03383,5.35705,0.98699,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.98699
302,-3.92971,5.39196,54.41438,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,54.41438
303,-4.11059,5.33067,1.74845,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.74845
304,-3.96551,5.29153,0.34184,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.34184
305,-3.99967,5.42382,1.0957,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.0957
306,-4.00075,5.3742,0.93852,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.93852
307,-4.01714,5.32148,0.06263,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.06263
308,-4.00441,5.34015,0.49744,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.49744
309,-4.01361,5.43861,0.2261,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.2261
310,-4.01369,5.43864,0.28518,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.28518
311,-3.96712,5.29944,0.29671,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.29671
312,-4.00822,5.27596,1.3713,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.3713
313,-4.06448,5.3375,0.62378,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.62378
314,-6.62944,4.74513,6.06765,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,6.06765
315,-5.21533,6.76156,60.68991,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,60.68991
316,-4.08861,5.38932,19.87328,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,19.87328
317,-4.66562,5.32236,297.87534,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,297.87534
318,-3.95737,5.35801,0.90421,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.90421
319,-6.49072,6.39252,200.27058,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,200.27058
320,-4.32376,5.34085,92.40152,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,92.40152
321,-4.01204,5.31071,0.35362,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.35362
322,-4.38975,8.3754,3973.30582,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,815.76575
322,-4.38975,8.3754,3973.30582,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,3143.54149
322,-4.38975,8.3754,3973.30582,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,13.99857
323,-4.37554,5.31898,50.10402,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,50.10402
324,-2.94529,7.81448,199.82905,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,199.82905
325,-6.813,5.11472,360.6883,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,360.6883
326,-6.3202,6.54833,202.69034,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,202.69034
327,-5.51077,5.30166,323.13088,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,323.13088
328,-5.4664,5.67399,216.53525,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,216.53525
329,-6.06553,5.25603,378.60575,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,378.60575
330,-4.04546,5.34097,1.38316,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,1.38316
331,-6.4505,6.88631,3.97912,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,3.97912
332,-3.15333,7.04986,192.73191,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,149.8699
332,-3.15333,7.04986,192.73191,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,,42.86201
333,-8.15226,7.25926,256.67686,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,,256.67686
334,-6.84128,7.13352,274.55109,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,274.55109
335,-3.9658,7.05564,27.63119,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,27.63119
336,-5.03107,7.71535,4.94243,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,4.94243
337,-5.82419,5.09978,257.90127,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,136.98357
337,-5.82419,5.09978,257.90127,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,120.9177
338,-5.74122,6.99421,159.08466,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,159.08466
339,-4.04412,5.30877,8.93332,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,8.93332
340,-4.39014,5.36441,14.24399,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,14.24399
341,-6.59073,7.31154,193.03875,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,193.03875
342,-6.64948,4.72531,13.0243,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,13.0243
343,-5.92821,6.10866,49.30103,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,49.30103
344,-4.01922,5.32061,0.11774,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.11774
345,-5.19536,7.75733,298.06565,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,298.06565
346,-3.98182,5.39369,0.5016,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.5016
347,-5.35873,5.82776,174.15371,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,174.15371
348,-3.32776,6.22379,183.22075,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,182.90073
348,-3.32776,6.22379,183.22075,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,0.32002
349,-3.33569,6.57247,187.51753,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,187.51753
350,-4.58169,6.77681,307.03647,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,307.03647
351,-6.04054,6.78645,283.68199,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,283.68199
352,-6.26735,8.94331,1889.67818,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,643.18783
352,-6.26735,8.94331,1889.67818,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,1246.49035
353,-6.19312,8.74013,1625.69295,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,191.28814
353,-6.19312,8.74013,1625.69295,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,1434.40481
354,-6.59782,8.1949,619.537,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,619.537
355,-3.33338,5.40063,77.37262,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,77.37262
356,-5.46584,10.09769,639.1764,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,639.1764
357,-8.09237,6.4595,832.38978,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,,832.38978
358,-4.0264,5.34135,0.49092,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.49092
359,-2.99496,5.67607,82.91317,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,,82.91317
360,-4.0173,5.44659,0.56655,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,0.56655
361,-4.96368,7.09519,442.56007,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,442.56007
362,-5.33398,6.02274,384.3629,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,384.3629
363,-5.57904,6.29031,281.17177,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,44.85261
363,-5.57904,6.29031,281.17177,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,236.31916
364,-4.41005,6.49549,133.18571,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,133.18571
365,-6.2763,6.29055,138.70587,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,,138.70587
366,-5.77795,9.0607,716.19139,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,,716.19139
367,-4.70515,6.64737,30.36164,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,,30.36164
368,-3.59729,5.2825,39.6687,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,39.6687
369,-3.76341,5.65292,648.54033,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,,648.54033
370,-3.48976,6.73924,37.88698,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central,37.88698
371,-5.28663,6.79978,22.28578,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,22.28578
372,-7.16542,8.9438,1937.81179,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,,445.81223
372,-7.16542,8.9438,1937.81179,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,,1491.99956
373,-5.36585,5.83575,37.39101,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,,37.39101
374,-6.16766,6.90421,199.05005,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,,194.13288
374,-6.16766,6.90421,199.05005,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur,4.91717
375,-3.64951,6.15155,130.14359,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi,130.14359
376,-6.64453,4.76105,7.18145,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur,7.18145
377,-5.07932,7.53635,173.92762,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,,173.92762
378,-5.11082,6.47698,216.4246,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,,216.4246
