CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,TYPE_2,ENGTYPE_2,NL_NAME_2,VARNAME_2,P_Area_km2
809,-7.44519,7.29416,328.07246,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,272.50106
809,-7.44519,7.29416,328.07246,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,Département,Department,,,55.5714
790,-4.22983,5.26488,79.59382,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,79.59382
366,-5.77795,9.0607,716.19139,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,716.19139
212,-5.71281,6.31664,177.99151,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,52.12178
212,-5.71281,6.31664,177.99151,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,Département,Department,,,125.86973
421,-3.97875,7.88702,834.32244,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,Département,Department,,,375.77937
421,-3.97875,7.88702,834.32244,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,Département,Department,,M'bahiakro,415.67912
421,-3.97875,7.88702,834.32244,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,Département,Department,,,42.86395
1079,-5.31433,9.67826,461.95916,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,461.20843
1079,-5.31433,9.67826,461.95916,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,0.75073
1123,-4.14637,5.38353,48.59741,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,48.59741
197,-6.21975,6.63773,252.63021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,189.09523
197,-6.21975,6.63773,252.63021,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,63.53498
190,-4.0143,5.34293,0.72508,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.72508
326,-6.3202,6.54833,202.69034,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,10.88147
326,-6.3202,6.54833,202.69034,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,191.80887
180,-3.59959,5.27547,6.12302,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,6.12302
339,-4.04412,5.30877,8.93332,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,8.93332
131,-4.04517,6.06715,407.04777,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,3.96783
131,-4.04517,6.06715,407.04777,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,398.77148
131,-4.04517,6.06715,407.04777,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,4.30846
736,-4.01966,5.30323,2.65748,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.65748
369,-3.76341,5.65292,648.54033,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,648.54033
888,-4.52595,5.72425,144.74261,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,21.30382
888,-4.52595,5.72425,144.74261,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,123.43879
1193,-3.96289,5.25859,0.52033,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.52033
964,-5.02203,7.72763,7.45589,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,7.45589
519,-6.20244,6.26589,68.40916,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,68.40916
696,-4.06651,5.36105,0.84363,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.84363
221,-5.487,7.89707,554.83515,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,41,Béoumi,Département,Department,,,429.19883
221,-5.487,7.89707,554.83515,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,15.39255
221,-5.487,7.89707,554.83515,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,110.24376
11,-4.00659,5.43591,1.38773,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.38773
225,-4.05386,5.32566,0.66211,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.66211
67,-5.62225,5.65636,236.61362,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,56.29014
67,-5.62225,5.65636,236.61362,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,Département,Department,,,180.32348
77,-4.08809,5.32126,0.8234,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.8234
1167,-7.84329,6.56304,1227.9748,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,1227.9748
677,-6.73064,6.52535,306.31384,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,28.45234
677,-6.73064,6.52535,306.31384,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,277.86151
927,-3.9983,5.26917,1.15643,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.15643
428,-5.17323,9.57733,253.21247,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,253.21247
299,-6.44185,6.8716,3.44667,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,3.44667
1077,-5.22684,7.16097,106.99421,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,106.99421
279,-4.02845,5.33062,0.63364,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.63364
59,-5.07432,7.23481,259.25201,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,259.25201
746,-4.01671,5.32192,0.05536,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.05536
831,-3.96046,5.2567,1.38104,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.38104
758,-3.90936,5.23996,0.41418,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.41418
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,123.6635
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,41,Béoumi,Département,Department,,,6.15447
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,203.14081
487,-5.87573,7.46817,339.30339,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,Département,Department,,Sakasso,6.34462
639,-6.62666,5.42035,124.11248,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,124.11248
285,-4.02162,5.41918,0.59076,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.59076
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,Département,Department,,,147.09731
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,55.937
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,163.17901
384,-6.89104,5.64062,1144.9352,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,778.72188
262,-4.84635,7.6005,768.3599,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,668.51014
262,-4.84635,7.6005,768.3599,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,99.84976
132,-5.25004,6.80222,10.09407,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,10.09407
119,-4.2861,6.77575,268.63448,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,231.23417
119,-4.2861,6.77575,268.63448,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,37.40031
856,-7.88025,8.26199,524.69553,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,Département,Department,,,524.69553
821,-4.01536,5.3144,0.2549,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.2549
934,-3.97885,5.2937,0.18552,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.18552
210,-6.58055,4.93483,227.21307,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,227.21307
269,-7.0145,6.24747,207.88524,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,Département,Department,,,9.6928
269,-7.0145,6.24747,207.88524,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,63.53456
269,-7.0145,6.24747,207.88524,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,134.65788
1094,-6.10715,8.30269,1071.33821,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,1070.64498
1094,-6.10715,8.30269,1071.33821,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,Département,Department,,,0.69323
1136,-3.96198,5.81896,258.52118,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,87.16511
1136,-3.96198,5.81896,258.52118,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,103.14642
1136,-3.96198,5.81896,258.52118,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,68.20964
548,-3.97922,5.40861,0.76745,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.76745
534,-7.35267,6.74444,77.43894,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,Département,Department,,,77.43894
1072,-5.27403,6.82504,3.61535,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,3.61535
1001,-2.7538,7.99668,138.17203,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,Département,Department,,,138.17203
1049,-5.06445,6.26742,260.26824,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,Département,Department,,,64.58289
1049,-5.06445,6.26742,260.26824,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,195.68536
124,-4.01988,5.32314,0.11426,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.11426
353,-6.19312,8.74013,1625.69295,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,1393.12849
353,-6.19312,8.74013,1625.69295,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,Département,Department,,,41.27631
353,-6.19312,8.74013,1625.69295,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,191.28814
303,-4.11059,5.33067,1.74845,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.74845
668,-7.55909,7.12453,384.70802,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,322.78998
668,-7.55909,7.12453,384.70802,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,Département,Department,,,61.91804
484,-5.93382,6.11662,12.0937,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,12.0937
1207,-5.96685,6.94076,295.01241,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,295.01241
234,-4.21096,7.68394,798.45938,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,Département,Department,,M'bahiakro,798.45938
865,-6.5866,6.01594,93.24778,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,93.24778
1114,-4.05164,5.46018,3.79162,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,3.79162
972,-4.06911,5.35173,0.34135,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.34135
28,-6.85008,4.77022,363.82384,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,363.82384
308,-4.00441,5.34015,0.49744,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.49744
372,-7.16542,8.9438,1937.81179,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,1491.99956
372,-7.16542,8.9438,1937.81179,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,Département,Department,,,445.81223
501,-6.53674,7.51673,313.77713,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,313.77713
949,-8.00915,8.26405,1111.18148,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,Département,Department,,,1111.18148
1058,-3.14989,7.82115,261.70382,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,Département,Department,,,261.70382
974,-5.72015,8.13748,752.66391,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,752.66391
350,-4.58169,6.77681,307.03647,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,Département,Department,,,4.92821
350,-4.58169,6.77681,307.03647,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,302.10826
19,-3.16458,5.29179,203.22752,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,203.22752
533,-7.34652,6.74593,38.73064,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,Département,Department,,,38.73064
703,-3.95904,5.28247,2.01826,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.01826
849,-6.45546,6.85414,18.97265,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,18.97265
1026,-4.03299,5.35449,0.47215,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.47215
919,-4.01345,5.30759,0.25616,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.25616
673,-5.03483,7.09247,174.12434,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,174.12434
1185,-7.83512,6.98271,1039.06662,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,14.93272
1185,-7.83512,6.98271,1039.06662,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,66.24942
1185,-7.83512,6.98271,1039.06662,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,Département,Department,,,615.83282
1185,-7.83512,6.98271,1039.06662,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,342.05166
800,-4.05394,5.31775,1.36548,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.36548
990,-4.07902,5.35332,0.88675,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.88675
1115,-4.00469,5.28153,1.18826,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.18826
562,-3.99023,5.28796,1.09438,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.09438
488,-5.87165,7.57505,476.53227,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,476.53227
1143,-3.96718,7.73212,612.05091,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,Département,Department,,,5.08283
1143,-3.96718,7.73212,612.05091,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,33,Mbahiakro,Département,Department,,M'bahiakro,512.94372
1143,-3.96718,7.73212,612.05091,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,Département,Department,,,94.02436
757,-3.81531,6.19877,106.65051,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,Département,Department,,,106.65051
53,-5.0232,7.66199,9.23186,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,Département,Department,,,9.23186
412,-5.24357,6.8655,13.30308,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,13.30308
662,-7.54355,7.3959,30.82421,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,30.82421
751,-4.05421,5.35642,2.42076,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.42076
188,-4.02385,5.35688,0.08498,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.08498
414,-6.43392,6.86506,17.48813,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,17.48813
154,-7.57463,9.18568,2100.9916,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,Département,Department,,,2079.1318
154,-7.57463,9.18568,2100.9916,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,Département,Department,,,21.85979
929,-6.91038,5.96521,836.22038,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,Département,Department,,,185.23957
929,-6.91038,5.96521,836.22038,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,650.98081
948,-3.47727,6.85661,240.91219,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,240.91219
1124,-4.01815,5.43178,0.5963,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.5963
791,-4.06356,5.44585,2.0079,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,2.0079
564,-6.6551,4.75082,6.45953,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,Département,Department,,,6.45953
266,-5.5269,5.51959,256.17076,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,Département,Department,,,256.17076
1181,-5.71607,6.0531,360.61215,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,Département,Department,,,358.08775
1181,-5.71607,6.0531,360.61215,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,2.5244
1150,-4.08983,5.36603,1.03136,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.03136
409,-3.97813,5.37435,1.08787,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.08787
1068,-8.19148,7.18577,272.4507,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,272.4507
1093,-5.49824,6.92656,85.30799,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,22.03602
1093,-5.49824,6.92656,85.30799,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,63.27197
380,-6.59396,5.77537,65.55128,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,65.55128
121,-3.50752,5.14369,62.38088,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,Département,Department,,,28.52856
121,-3.50752,5.14369,62.38088,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,33.85231
71,-3.85077,5.23428,34.89895,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,34.89895
243,-3.51215,6.73469,10.38527,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,10.38527
23,-4.6434,5.17559,147.83872,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,147.83872
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,Département,Department,,,106.87798
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,Département,Department,,,725.78068
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,Département,Department,,,51.62421
609,-6.10315,7.75953,952.53861,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,Département,Department,,,68.25575
1021,-5.74737,6.97708,84.65364,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,84.65364
280,-4.01573,5.35766,0.61048,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.61048
1154,-6.03688,6.92609,112.9182,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,112.9182
1202,-6.55905,6.5901,221.69149,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,28.17544
1202,-6.55905,6.5901,221.69149,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,Département,Department,,,193.51606
654,-3.96823,7.0642,173.44231,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,31,Daoukro,Département,Department,,,172.75453
654,-3.96823,7.0642,173.44231,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,0.68778
854,-5.4915,10.33521,401.96692,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,Département,Department,,,401.96692
706,-2.72293,8.60493,2193.27438,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,Département,Department,,,1387.59629
706,-2.72293,8.60493,2193.27438,57,CIV,Côte d'Ivoire,19,Zanzan,49,Bouna,Département,Department,,,805.67809
126,-4.08183,5.33185,0.71407,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.71407
820,-4.52034,5.4001,213.72528,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,213.72528
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,Département,Department,,,247.50596
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.00042
18,-4.53154,5.88855,252.24382,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,Département,Department,,,4.73744
720,-3.9869,5.35294,0.92374,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.92374
261,-4.16275,5.30904,48.01552,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,48.01552
419,-4.05564,5.477,5.67344,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,5.67344
744,-4.02013,5.32633,0.05755,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.05755
272,-3.49559,6.71502,66.88428,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,66.88428
940,-4.00564,5.41459,0.48005,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.48005
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,Département,Department,,,208.33763
193,-7.61935,7.73286,338.21636,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,Département,Department,,,129.87873
1071,-7.24635,6.75977,248.68458,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,Département,Department,,,248.68458
930,-3.974,5.39639,0.96054,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.96054
1173,-5.78556,6.5473,159.44444,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,Département,Department,,,159.41954
1173,-5.78556,6.5473,159.44444,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,0.0249
1091,-5.86879,6.09073,158.09989,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,Département,Department,,,158.09989
513,-3.95159,5.37013,1.46439,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,1.46439
667,-6.83948,6.11504,262.69332,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,Département,Department,,,262.69332
1140,-5.25721,6.84096,5.60231,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,5.60231
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,126.37583
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,Département,Department,,,18.66745
551,-6.12115,6.71011,151.97319,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,Département,Department,,,6.9299
391,-7.55849,7.40757,25.54637,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,25.54637
1214,-5.72595,6.80411,303.34749,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,163.64609
1214,-5.72595,6.80411,303.34749,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,Département,Department,,,139.7014
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,Département,Department,,,131.92252
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,Département,Department,,,72.09098
946,-7.80299,7.27113,729.6037,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,Département,Department,,,525.59019
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,Département,Department,,,217.86665
227,-4.80806,7.1983,674.17234,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,Département,Department,,,456.30569
1131,-4.02197,5.36649,0.74297,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.74297
894,-3.99475,5.32744,0.71019,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.71019
574,-3.97089,5.36474,0.58835,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.58835
446,-5.37407,6.28901,147.13028,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,Département,Department,,,147.13028
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,Département,Department,,,150.58513
603,-5.43312,9.30823,603.74726,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,Département,Department,,,453.16213
80,-3.57669,6.82278,286.46735,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,Département,Department,,,286.46735
338,-5.74122,6.99421,159.08466,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,Département,Department,,,159.08466
909,-4.02081,5.33089,0.08243,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.08243
1113,-4.05971,5.3284,0.49915,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,Département,Department,,,0.49915
