CT,lon,lat,O_Area_km2,ID_3,P_Area_km2
1423,-13.98195,13.03782,79.30913,92502,79.30913
132,-17.45359,14.68833,0.21435,92463,0.21435
694,-16.51506,14.70513,35.59396,92467,4.99062
694,-16.51506,14.70513,35.59396,92468,30.60334
513,-17.01765,14.5258,34.75202,92539,34.75202
306,-17.41124,14.75217,0.63032,92464,0.63032
92,-17.46226,14.72685,0.14534,92463,0.14534
384,-17.36136,14.75937,0.28617,92464,0.28617
481,-17.16592,14.82036,57.5531,92465,46.6326
481,-17.16592,14.82036,57.5531,92542,10.9205
37,-17.47659,14.70383,0.30397,92463,0.30397
961,-16.01883,12.80777,51.68767,92499,0.69905
961,-16.01883,12.80777,51.68767,92551,50.98863
858,-16.2312,14.63284,38.98903,92470,38.70012
858,-16.2312,14.63284,38.98903,92473,0.28891
1213,-15.37875,14.0808,175.07775,92485,158.60131
1213,-15.37875,14.0808,175.07775,92486,16.47643
854,-16.23328,14.66055,1.69769,92470,1.69769
630,-16.75403,15.19931,114.49822,92505,0.00467
630,-16.75403,15.19931,114.49822,92544,114.49355
283,-17.42578,14.6711,0.48703,92463,0.48703
1468,-13.67543,13.76517,1.0905,92535,1.0905
332,-17.39173,14.75254,0.29639,92464,0.29639
649,-16.64828,14.69351,55.9464,92468,2.19216
649,-16.64828,14.69351,55.9464,92543,53.75424
46,-17.47208,14.70847,0.25497,92463,0.25497
461,-17.26251,14.71457,0.36958,92465,0.36958
1114,-15.69315,13.6038,75.08131,92490,36.10327
1114,-15.69315,13.6038,75.08131,92491,38.97803
177,-17.44702,14.68764,0.17219,92463,0.17219
58,-17.46946,14.73091,0.30869,92463,0.30869
1163,-15.5498,13.00534,110.50817,92498,13.69932
1163,-15.5498,13.00534,110.50817,92496,96.80884
639,-16.7169,12.8259,298.09933,92548,298.09933
1385,-14.2333,13.03795,154.20617,92502,88.45026
1385,-14.2333,13.03795,154.20617,92493,65.75592
1397,-14.1525,12.93127,146.96217,92502,59.37052
1397,-14.1525,12.93127,146.96217,92493,87.59165
264,-17.43172,14.75763,0.21163,92463,0.21163
133,-17.45374,14.74798,0.28406,92463,0.28406
480,-17.17829,14.7365,27.98366,92465,27.98366
537,-16.94821,14.40311,2.13933,92539,2.13933
1280,-14.94047,12.90744,11.96762,92494,11.96762
1579,-12.61233,12.63645,434.13342,92532,272.96723
1579,-12.61233,12.63645,434.13342,92530,161.1662
1254,-15.06979,15.38993,245.25568,92507,151.4382
1254,-15.06979,15.38993,245.25568,92509,93.81748
196,-17.44377,14.76061,0.11562,92463,0.11562
1498,-13.47953,15.86097,72.28448,92516,70.01112
1498,-13.47953,15.86097,72.28448,92518,2.27336
801,-16.29559,14.61704,49.37518,92468,10.41835
801,-16.29559,14.61704,49.37518,92470,38.95683
225,-17.43747,14.6629,0.16411,92463,0.16411
544,-16.95027,14.81506,23.33195,92542,13.4724
544,-16.95027,14.81506,23.33195,92547,9.85955
1514,-13.36258,15.9378,73.33313,92516,73.33313
866,-16.2101,14.66329,24.97316,92470,24.97316
433,-17.29886,14.73077,1.83141,92465,1.83141
993,-15.91202,14.03743,93.66013,92481,0.56766
993,-15.91202,14.03743,93.66013,92489,93.09246
764,-16.36741,13.85892,102.31849,92477,19.97807
764,-16.36741,13.85892,102.31849,92479,82.34042
1295,-14.88591,14.21075,221.13061,92484,221.13061
69,-17.46694,14.75642,0.28264,92463,0.28264
254,-17.4336,14.6599,0.17389,92463,0.17389
1585,-12.52694,15.01851,33.59692,92527,33.59692
1251,-15.14667,14.79881,620.67768,92507,620.67768
1276,-14.88115,15.5627,780.8632,92509,722.11301
1276,-14.88115,15.5627,780.8632,92510,58.75019
612,-16.78288,12.47314,103.55039,92548,8.6475
612,-16.78288,12.47314,103.55039,92552,94.90288
1039,-15.87132,12.85615,120.00869,92499,120.00869
829,-16.25818,12.56165,4.96352,92554,4.96352
455,-17.27201,14.73309,1.1007,92465,1.1007
1312,-14.79261,13.9586,82.94008,92484,82.94008
1210,-15.39336,12.8642,94.56647,92498,32.66938
1210,-15.39336,12.8642,94.56647,92500,61.89709
620,-16.71659,12.3973,64.79869,92552,64.79869
916,-16.09652,14.14466,2.10686,92487,2.10686
542,-16.94756,14.99815,81.02827,92544,48.24594
542,-16.94756,14.99815,81.02827,92547,32.78234
953,-16.06666,15.03058,102.68358,92504,94.27295
953,-16.06666,15.03058,102.68358,92472,8.41063
509,-17.016,14.45109,9.24752,92539,9.24752
376,-17.36077,14.79431,1.519,92464,1.519
333,-17.39193,14.74444,0.75295,92464,0.75295
1265,-15.06197,13.20501,440.352,92495,440.352
1317,-14.75008,16.57168,125.40744,92523,125.40744
430,-17.30499,14.76233,1.75417,92464,0.42464
430,-17.30499,14.76233,1.75417,92465,1.32954
966,-16.01012,14.60463,125.1081,92470,28.27703
966,-16.01012,14.60463,125.1081,92471,96.83107
1239,-15.2169,14.13381,178.3433,92485,178.3433
666,-16.63586,13.0392,240.52148,92548,240.52148
498,-17.07726,14.48492,7.60616,92539,7.60616
146,-17.45192,14.72288,0.12192,92463,0.12192
708,-16.49127,16.03019,1.27046,92520,1.27046
276,-17.42802,14.76144,0.14725,92463,0.02347
276,-17.42802,14.76144,0.14725,92464,0.12378
160,-17.44969,14.72026,0.23536,92463,0.23536
600,-16.80216,14.39429,34.23676,92540,34.23676
999,-15.93172,12.68646,74.79472,92498,34.69025
999,-15.93172,12.68646,74.79472,92499,40.10447
1533,-13.15219,15.38323,289.37114,92515,289.37114
873,-16.2048,14.43554,57.62023,92482,24.99601
873,-16.2048,14.43554,57.62023,92473,32.62422
1311,-14.79565,16.63308,68.21153,92523,68.21153
1526,-13.26212,15.65607,23.49596,92516,23.49596
702,-16.49748,16.01904,0.60915,92520,0.60915
895,-16.14968,14.47886,62.76056,92482,60.03114
895,-16.14968,14.47886,62.76056,92473,2.72942
930,-16.07694,14.1857,46.04353,92481,39.29049
930,-16.07694,14.1857,46.04353,92487,6.75305
1463,-13.53725,15.13179,1826.63032,92515,995.70227
1463,-13.53725,15.13179,1826.63032,92516,830.92805
1409,-14.11478,13.90185,254.70071,92534,56.3229
1409,-14.11478,13.90185,254.70071,92535,188.60827
1409,-14.11478,13.90185,254.70071,92536,9.76955
785,-16.32744,15.18829,76.26564,92545,1.38378
785,-16.32744,15.18829,76.26564,92546,74.88186
1432,-13.90683,12.75541,178.46752,92503,178.46752
198,-17.44405,14.75806,0.15302,92463,0.15302
1016,-15.90013,15.2149,278.70174,92504,278.70174
977,-15.99769,14.57596,71.77279,92471,71.77279
789,-16.30314,12.55232,35.26309,92550,0.29433
789,-16.30314,12.55232,35.26309,92554,24.17041
789,-16.30314,12.55232,35.26309,92555,10.79835
141,-17.45344,14.71,0.14249,92463,0.14249
1125,-15.71077,12.57471,85.98496,92497,64.01893
1125,-15.71077,12.57471,85.98496,92498,21.96603
1085,-15.81762,12.69629,160.49765,92498,137.492
1085,-15.81762,12.69629,160.49765,92499,23.00565
1546,-12.9524,15.22062,36.4734,92517,36.4734
303,-17.41532,14.76613,0.20862,92464,0.20862
309,-17.41,14.74056,0.72978,92464,0.72978
67,-17.46738,14.75961,0.18021,92463,0.18021
1485,-13.58728,12.81392,914.3548,92501,429.48864
1485,-13.58728,12.81392,914.3548,92537,484.86617
76,-17.46546,14.71441,0.16666,92463,0.16666
586,-16.85385,14.60499,53.92553,92541,53.92553
371,-17.36794,14.74657,0.41683,92464,0.41683
1486,-13.58297,13.50501,133.02194,92537,133.02194
1170,-15.51482,14.12607,77.3983,92485,77.3983
741,-16.45709,13.59376,93.23484,92479,93.23484
640,-16.6773,14.77162,69.43535,92543,69.43535
201,-17.44326,14.68744,0.30214,92463,0.30214
1288,-14.91159,12.90124,31.58989,92493,2.39272
1288,-14.91159,12.90124,31.58989,92494,12.5204
1288,-14.91159,12.90124,31.58989,92495,16.67677
273,-17.42987,14.73437,0.20452,92463,0.20452
258,-17.43355,14.65182,0.40095,92463,0.40095
1293,-14.91114,16.63482,61.34017,92523,61.34017
523,-16.97539,14.43949,5.30885,92539,5.30885
472,-17.23578,14.69393,1.29613,92465,1.29613
1171,-15.54505,12.5927,101.89478,92497,27.60351
1171,-15.54505,12.5927,101.89478,92498,48.68683
1171,-15.54505,12.5927,101.89478,92500,25.60444
156,-17.44963,14.74469,0.16869,92463,0.16869
1333,-14.62634,16.54156,80.88882,92523,80.88882
1424,-14.04454,14.02964,453.34632,92534,271.97668
1424,-14.04454,14.02964,453.34632,92535,181.36964
1000,-15.91965,14.8608,7.80125,92472,7.80125
137,-17.45434,14.72979,0.14214,92463,0.14214
1109,-15.72214,14.12124,124.96398,92483,124.96398
1267,-15.00739,16.45571,361.55189,92525,361.55189
705,-16.49408,16.0147,0.74991,92520,0.74991
123,-17.45632,14.75818,0.31093,92463,0.31093
1086,-15.82778,14.88938,139.13424,92472,81.26554
1086,-15.82778,14.88938,139.13424,92508,57.8687
1226,-15.2289,13.29384,604.69364,92495,497.4282
1226,-15.2289,13.29384,604.69364,92496,107.26544
777,-16.33594,13.76744,103.17917,92479,103.17917
2,-17.52436,14.74743,0.40481,92463,0.40481
604,-16.81866,14.94872,1.70089,92547,1.70089
47,-17.47233,14.69509,0.37116,92463,0.37116
81,-17.46365,14.7124,0.19283,92463,0.19283
166,-17.44909,14.7267,0.20918,92463,0.20918
807,-16.25562,12.99892,190.04383,92548,31.64296
807,-16.25562,12.99892,190.04383,92549,158.40087
56,-17.46957,14.7453,0.31726,92463,0.31726
1410,-14.07282,16.39234,76.91594,92522,76.91594
957,-16.02266,14.37403,71.65013,92482,71.1443
957,-16.02266,14.37403,71.65013,92473,0.50583
126,-17.45512,14.72185,0.14611,92463,0.14611
1605,-12.3417,14.4795,406.20862,92528,92.4702
1605,-12.3417,14.4795,406.20862,92529,313.73842
1007,-15.90738,12.71122,85.18655,92498,17.1819
1007,-15.90738,12.71122,85.18655,92499,68.00466
323,-17.39611,14.77432,0.15176,92464,0.15176
1278,-14.95308,12.88935,4.97025,92494,4.97025
1368,-14.33934,15.64843,490.52347,92516,13.09359
1368,-14.33934,15.64843,490.52347,92524,97.4747
1368,-14.33934,15.64843,490.52347,92509,379.95519
338,-17.38961,14.76694,0.25471,92464,0.25471
415,-17.32433,14.73006,0.53865,92464,0.53865
1290,-14.91396,12.87208,32.41536,92493,4.08844
1290,-14.91396,12.87208,32.41536,92494,28.32692
1300,-14.81223,15.2918,1009.81247,92507,887.08583
1300,-14.81223,15.2918,1009.81247,92509,122.72664
260,-17.43243,14.76386,0.19656,92463,0.16209
260,-17.43243,14.76386,0.19656,92464,0.03447
1279,-14.94342,12.8965,1.50143,92494,1.50143
915,-16.09595,14.15374,6.73067,92487,6.73067
731,-16.46224,14.70098,13.97123,92467,12.81857
731,-16.46224,14.70098,13.97123,92468,1.15266
1542,-12.99956,15.48764,63.54838,92515,63.54838
1260,-15.08545,13.00334,372.24009,92498,1.62326
1260,-15.08545,13.00334,372.24009,92494,206.30767
1260,-15.08545,13.00334,372.24009,92495,164.30916
1465,-13.66922,15.74456,707.42771,92516,416.83688
1465,-13.66922,15.74456,707.42771,92518,290.59083
207,-17.44111,14.74675,0.18633,92463,0.18633
984,-15.96358,14.91806,102.14008,92504,4.40878
984,-15.96358,14.91806,102.14008,92472,97.73129
1245,-15.20069,14.29582,220.03046,92485,220.03046
1347,-14.54935,16.58578,102.07819,92523,102.07819
775,-16.35734,14.12531,113.17099,92487,4.05984
775,-16.35734,14.12531,113.17099,92488,0.35093
775,-16.35734,14.12531,113.17099,92474,16.45698
775,-16.35734,14.12531,113.17099,92477,92.30325
1435,-13.9211,16.17339,78.32595,92524,78.32595
689,-16.53116,15.70293,261.36758,92514,181.38045
689,-16.53116,15.70293,261.36758,92505,79.98713
550,-16.9353,14.79383,0.52286,92542,0.52286
1471,-13.67177,13.7674,0.31878,92535,0.31878
115,-17.45661,14.7543,0.11184,92463,0.11184
611,-16.80911,14.75514,94.73372,92541,45.62976
611,-16.80911,14.75514,94.73372,92543,49.10397
1538,-13.02493,15.33209,154.37326,92515,121.56698
1538,-13.02493,15.33209,154.37326,92517,32.80629
988,-15.93542,12.50598,118.55727,92497,28.97452
988,-15.93542,12.50598,118.55727,92554,89.58275
1469,-13.67293,13.77695,1.33967,92535,1.33967
240,-17.43657,14.74887,0.37229,92463,0.37229
1596,-12.45486,14.90336,2.82908,92527,2.82908
21,-17.48793,14.75005,0.56468,92463,0.56468
374,-17.36642,14.75625,0.41198,92464,0.41198
1603,-12.46467,12.6663,297.25911,92530,297.25911
1286,-14.93508,12.88471,3.21135,92494,3.21135
1563,-12.79981,12.64657,164.72165,92532,164.72165
956,-16.01201,16.43582,132.03005,92521,132.03005
271,-17.42846,14.67091,0.20882,92463,0.20882
175,-17.44742,14.67299,0.16733,92463,0.16733
1268,-15.00616,12.88363,126.91401,92494,126.91401
233,-17.43828,14.73138,0.18145,92463,0.18145
1244,-15.18823,14.01674,202.8238,92484,39.45982
1244,-15.18823,14.01674,202.8238,92485,148.44216
1244,-15.18823,14.01674,202.8238,92486,14.92182
124,-17.45596,14.6803,0.14372,92463,0.14372
485,-17.15001,14.60897,11.491,92465,6.33722
485,-17.15001,14.60897,11.491,92539,5.15378
1242,-15.16502,15.46445,270.56243,92509,116.93548
1242,-15.16502,15.46445,270.56243,92510,153.62694
563,-16.92584,14.29037,11.29265,92539,11.29265
671,-16.5843,14.63137,91.71733,92468,67.37711
671,-16.5843,14.63137,91.71733,92538,24.34022
659,-16.64347,15.00576,80.19584,92466,0.6656
659,-16.64347,15.00576,80.19584,92545,69.95893
659,-16.64347,15.00576,80.19584,92547,9.57131
1343,-14.57002,14.49339,133.99659,92534,71.22958
1343,-14.57002,14.49339,133.99659,92484,35.25047
1343,-14.57002,14.49339,133.99659,92507,27.51653
457,-17.26916,14.712,0.40739,92465,0.40739
904,-16.14921,14.99706,132.81782,92469,39.58946
904,-16.14921,14.99706,132.81782,92504,81.62239
904,-16.14921,14.99706,132.81782,92472,4.46265
904,-16.14921,14.99706,132.81782,92546,7.14332
1365,-14.41304,14.86891,851.32084,92516,344.30311
1365,-14.41304,14.86891,851.32084,92507,507.01773
1275,-14.98612,13.40135,309.42258,92495,309.42258
849,-16.22719,12.80156,0.88879,92551,0.88879
1233,-15.24621,14.5675,447.67345,92485,430.56525
1233,-15.24621,14.5675,447.67345,92507,17.1082
1168,-15.55759,12.8728,120.18012,92498,116.86911
1168,-15.55759,12.8728,120.18012,92496,3.31101
478,-17.20488,14.67341,13.87373,92465,13.87373
148,-17.44982,14.69631,0.25153,92463,0.25153
1662,-11.48235,12.4849,89.5417,92531,89.5417
200,-17.44337,14.67072,0.2125,92463,0.2125
1084,-15.83663,14.39697,77.96338,92480,64.26073
1084,-15.83663,14.39697,77.96338,92481,10.75848
1084,-15.83663,14.39697,77.96338,92483,2.94417
450,-17.27984,14.77476,2.52121,92465,2.52121
1008,-15.89711,14.80434,1.64449,92472,1.64449
1422,-14.01669,16.30976,79.6054,92522,79.6054
790,-16.29335,12.56244,2.68358,92554,2.68358
30,-17.48051,14.7138,0.35156,92463,0.35156
1467,-13.68807,13.74879,92.41401,92535,23.18804
1467,-13.68807,13.74879,92.41401,92536,55.53455
1467,-13.68807,13.74879,92.41401,92537,13.69141
484,-17.14568,14.74949,12.2832,92465,10.08322
484,-17.14568,14.74949,12.2832,92542,2.19998
153,-17.45076,14.75788,0.20108,92463,0.20108
1191,-15.48219,15.3642,177.82428,92508,48.23998
1191,-15.48219,15.3642,177.82428,92510,129.5843
859,-16.23474,15.60994,8.34977,92513,8.34977
1639,-12.11229,12.42149,143.26546,92531,143.20163
1639,-12.11229,12.42149,143.26546,92530,0.06383
203,-17.44161,14.75008,0.18227,92463,0.18227
1600,-12.45941,14.72347,488.14242,92527,168.82655
1600,-12.45941,14.72347,488.14242,92528,261.57696
1600,-12.45941,14.72347,488.14242,92529,57.73891
1319,-14.70729,14.18577,177.86223,92484,177.86223
1578,-12.65768,15.00748,99.26948,92517,91.39494
1578,-12.65768,15.00748,99.26948,92527,7.87453
1327,-14.72939,14.1501,105.55516,92484,105.55516
1374,-14.37516,16.41222,179.99871,92522,175.7625
1374,-14.37516,16.41222,179.99871,92523,4.2362
314,-17.40329,14.76861,0.48787,92464,0.48787
874,-16.26418,15.81208,95.73203,92514,95.73203
1096,-15.75961,12.597,85.01853,92497,20.66148
1096,-15.75961,12.597,85.01853,92498,64.35705
308,-17.40996,14.76718,0.57471,92464,0.57471
1026,-15.90625,14.19773,87.94256,92481,87.94256
1015,-15.90765,14.89626,28.48202,92472,28.48202
1380,-14.28376,13.97707,264.44599,92534,264.44599
150,-17.45079,14.67468,0.16702,92463,0.16702
616,-16.77763,14.17632,75.95529,92540,61.90111
616,-16.77763,14.17632,75.95529,92474,14.05418
96,-17.45962,14.75623,0.17528,92463,0.17528
1634,-12.15868,12.52603,95.54218,92531,95.54218
1057,-15.87462,14.88164,2.63483,92472,2.63483
1540,-13.00959,12.79434,953.97085,92532,231.73862
1540,-13.00959,12.79434,953.97085,92537,98.00008
1540,-13.00959,12.79434,953.97085,92530,624.23215
1572,-12.7231,14.22119,180.06254,92526,12.55896
1572,-12.7231,14.22119,180.06254,92528,167.50358
186,-17.44684,14.76394,0.31119,92463,0.31119
1178,-15.51463,13.37473,40.76764,92496,40.76764
949,-16.04647,13.85495,110.41198,92488,52.70777
949,-16.04647,13.85495,110.41198,92491,38.17701
949,-16.04647,13.85495,110.41198,92492,19.5272
249,-17.43379,14.67685,0.46397,92463,0.46397
1248,-15.16272,12.8197,119.91445,92498,78.01643
1248,-15.16272,12.8197,119.91445,92500,23.13093
1248,-15.16272,12.8197,119.91445,92494,18.76709
521,-16.97373,14.41762,0.9503,92539,0.9503
1443,-13.80578,16.06892,64.95851,92524,64.95851
692,-16.50836,15.98445,2.93258,92520,2.93258
199,-17.44351,14.75515,0.11511,92463,0.11511
1599,-12.38145,14.28574,318.63274,92526,4.26673
1599,-12.38145,14.28574,318.63274,92529,314.36601
845,-16.22596,14.4954,81.75561,92473,81.75561
352,-17.38005,14.76821,0.36655,92464,0.36655
538,-16.9418,14.75553,43.52235,92541,27.44174
538,-16.9418,14.75553,43.52235,92542,16.08061
1571,-12.71637,12.48896,100.1453,92532,100.1453
159,-17.45055,14.70703,0.15703,92463,0.15703
387,-17.35676,14.74202,0.54921,92464,0.54921
373,-17.36798,14.75164,0.34042,92464,0.34042
77,-17.46676,14.6855,0.27837,92463,0.27837
220,-17.43912,14.74356,0.28246,92463,0.28246
1297,-14.87539,12.6874,52.75817,92493,17.26869
1297,-14.87539,12.6874,52.75817,92494,35.48949
1034,-15.88539,14.85074,1.10832,92472,1.10832
405,-17.33502,14.77163,0.90199,92464,0.90199
665,-16.56504,14.0094,168.84312,92474,47.18078
665,-16.56504,14.0094,168.84312,92477,1.31859
665,-16.56504,14.0094,168.84312,92478,120.34375
465,-17.25848,14.71249,0.50567,92465,0.50567
404,-17.33654,14.79704,3.65523,92464,2.57875
404,-17.33654,14.79704,3.65523,92465,1.07648
938,-16.06121,14.15186,1.44293,92481,0.13164
938,-16.06121,14.15186,1.44293,92487,1.31128
1414,-14.07238,13.21156,144.85598,92501,9.66795
1414,-14.07238,13.21156,144.85598,92502,135.18803
1593,-12.46972,14.90368,21.74038,92527,21.74038
1663,-11.44073,12.56648,98.25036,92531,98.25036
890,-16.18807,13.78164,122.05084,92492,81.26378
890,-16.18807,13.78164,122.05084,92479,40.78706
992,-15.93536,13.88721,111.37892,92488,14.08429
992,-15.93536,13.88721,111.37892,92489,29.5425
992,-15.93536,13.88721,111.37892,92491,67.75214
97,-17.46041,14.72941,0.20735,92463,0.20735
1584,-12.55745,15.03205,27.55249,92527,27.55249
654,-16.64907,15.0557,61.31078,92544,22.22512
654,-16.64907,15.0557,61.31078,92545,38.13361
654,-16.64907,15.0557,61.31078,92547,0.95204
1243,-15.20964,12.75182,84.07675,92500,84.07675
564,-16.92026,14.78043,0.63053,92542,0.63053
1580,-12.67841,12.45471,126.59146,92532,126.59146
913,-16.12606,14.83061,158.64727,92469,119.25418
913,-16.12606,14.83061,158.64727,92470,16.80535
913,-16.12606,14.83061,158.64727,92472,22.58774
1041,-15.88159,14.86174,0.21794,92472,0.21794
554,-16.93463,14.8057,1.47047,92542,1.47047
1587,-12.54058,12.40803,145.15491,92532,145.15491
580,-16.85996,14.88574,66.05693,92542,8.89899
580,-16.85996,14.88574,66.05693,92543,1.73864
580,-16.85996,14.88574,66.05693,92547,55.41931
811,-16.26858,13.918,72.59603,92477,72.59603
318,-17.39895,14.77757,0.2516,92464,0.2516
275,-17.42876,14.75877,0.10924,92463,0.10772
275,-17.42876,14.75877,0.10924,92464,0.00152
1591,-12.48347,14.976,47.39889,92527,47.39889
1515,-13.35736,15.66785,74.72221,92516,74.72221
1445,-13.77307,16.03217,54.10089,92518,43.05703
1445,-13.77307,16.03217,54.10089,92524,11.04386
810,-16.27346,12.57417,0.63286,92554,0.63286
767,-16.33998,14.77119,96.89696,92467,23.54977
767,-16.33998,14.77119,96.89696,92468,50.24311
767,-16.33998,14.77119,96.89696,92469,23.10408
1165,-15.52379,13.8452,118.99016,92483,52.91251
1165,-15.52379,13.8452,118.99016,92486,63.32046
1165,-15.52379,13.8452,118.99016,92490,2.75719
244,-17.43596,14.71899,0.53996,92463,0.53996
589,-16.8434,14.16763,1.91488,92540,1.91488
1554,-12.86284,15.27057,17.1726,92517,17.1726
786,-16.29055,12.78401,58.6437,92550,26.45807
786,-16.29055,12.78401,58.6437,92551,32.18563
1537,-13.01203,13.16831,1124.20577,92537,790.17103
1537,-13.01203,13.16831,1124.20577,92530,334.03475
1415,-14.02602,13.06481,150.63224,92502,150.63224
1489,-13.54045,13.56353,52.93961,92537,52.93961
838,-16.21851,12.4538,66.01264,92554,63.47537
838,-16.21851,12.4538,66.01264,92555,2.53727
462,-17.26271,14.71796,0.28796,92465,0.28796
908,-16.13513,14.0584,108.43718,92488,108.43718
193,-17.4435,14.67518,0.15229,92463,0.15229
520,-17.00073,14.93713,90.39706,92547,90.39706
1656,-11.61377,12.64933,220.86015,92531,86.39607
1656,-11.61377,12.64933,220.86015,92533,134.46408
1131,-15.66714,13.69924,114.6405,92490,54.91745
1131,-15.66714,13.69924,114.6405,92491,59.72305
71,-17.46785,14.73717,0.26107,92463,0.26107
535,-16.9421,14.4002,37.26956,92539,33.45298
535,-16.9421,14.4002,37.26956,92540,3.81659
1266,-15.04876,12.80007,166.4406,92494,166.4406
127,-17.45582,14.71234,0.17267,92463,0.17267
185,-17.44606,14.68398,0.24203,92463,0.24203
907,-16.14617,15.68618,132.61734,92514,1.94689
907,-16.14617,15.68618,132.61734,92511,5.14897
907,-16.14617,15.68618,132.61734,92513,125.52148
1392,-14.14921,14.58966,2009.91014,92516,1650.28121
1392,-14.14921,14.58966,2009.91014,92534,357.48887
1392,-14.14921,14.58966,2009.91014,92507,2.14006
1089,-15.78464,12.81343,202.25664,92498,103.15482
1089,-15.78464,12.81343,202.25664,92499,95.69006
1089,-15.78464,12.81343,202.25664,92496,3.41175
458,-17.26663,14.72134,0.35878,92465,0.35878
48,-17.47179,14.72089,0.32045,92463,0.32045
1318,-14.71016,14.60493,311.37513,92484,80.21129
1318,-14.71016,14.60493,311.37513,92507,231.16384
285,-17.42554,14.7332,0.14433,92463,0.14433
707,-16.49155,16.0019,3.34781,92520,3.34781
468,-17.25877,14.72018,0.75971,92465,0.75971
453,-17.27331,14.71786,0.25596,92465,0.25596
933,-16.07027,14.13717,2.26353,92487,2.26351
933,-16.07027,14.13717,2.26353,92489,0.00002
1440,-13.81648,12.94354,201.50195,92501,193.6653
1440,-13.81648,12.94354,201.50195,92502,3.37735
1440,-13.81648,12.94354,201.50195,92503,4.4593
1592,-12.4623,14.73912,217.12839,92517,12.00203
1592,-12.4623,14.73912,217.12839,92527,205.04159
1592,-12.4623,14.73912,217.12839,92528,0.08477
1261,-15.0937,16.65316,63.93367,92523,2.56032
1261,-15.0937,16.65316,63.93367,92525,61.37335
684,-16.49636,12.8056,49.97861,92550,49.97861
1390,-14.22688,13.19863,104.80864,92502,104.80864
766,-16.36256,15.25963,75.65543,92506,21.69979
766,-16.36256,15.25963,75.65543,92546,53.95564
364,-17.37192,14.74248,0.4878,92464,0.4878
342,-17.38664,14.75215,0.45608,92464,0.45608
924,-16.08131,14.16027,2.13672,92487,2.13672
1064,-15.89074,15.43711,385.14313,92504,38.85467
1064,-15.89074,15.43711,385.14313,92506,22.81112
1064,-15.89074,15.43711,385.14313,92508,14.33181
1064,-15.89074,15.43711,385.14313,92511,38.90596
1064,-15.89074,15.43711,385.14313,92512,270.23956
1353,-14.52048,14.22778,196.04981,92534,196.04981
909,-16.1008,14.74733,105.25863,92470,78.84529
909,-16.1008,14.74733,105.25863,92471,11.85905
909,-16.1008,14.74733,105.25863,92472,14.5543
1040,-15.88153,14.85442,0.42056,92472,0.42056
1204,-15.45711,13.80963,195.12229,92486,147.49045
1204,-15.45711,13.80963,195.12229,92490,47.63184
43,-17.47642,14.73821,1.13631,92463,1.13631
1547,-12.97368,14.90324,1568.37196,92515,1301.17943
1547,-12.97368,14.90324,1568.37196,92517,267.19253
1257,-15.0847,16.51321,168.91401,92525,168.91401
290,-17.42264,14.77,0.18388,92464,0.18388
8,-17.5084,14.73097,0.57692,92463,0.57692
1130,-15.63957,13.94291,147.19156,92483,139.60951
1130,-15.63957,13.94291,147.19156,92489,7.58204
1259,-15.05263,14.12208,161.94426,92484,159.25327
1259,-15.05263,14.12208,161.94426,92485,2.691
1450,-13.73549,12.98828,203.54897,92501,203.54897
117,-17.45694,14.72617,0.18871,92463,0.18871
360,-17.37577,14.77019,0.40472,92464,0.40472
1527,-13.24732,15.63949,33.47583,92516,33.47583
1027,-15.89455,14.83377,1.7619,92472,1.7619
1032,-15.88889,14.87335,0.83815,92472,0.83815
1448,-13.73609,12.75073,280.20978,92501,72.76126
1448,-13.73609,12.75073,280.20978,92503,207.44852
618,-16.77138,15.06365,69.543,92544,56.21647
618,-16.77138,15.06365,69.543,92547,13.32653
370,-17.37034,14.78353,0.54505,92464,0.54505
1230,-15.26461,15.6972,581.09402,92510,581.09402
779,-16.34513,14.05783,110.79126,92477,110.79126
368,-17.36889,14.76466,0.39324,92464,0.39324
884,-16.14667,12.87886,106.83748,92549,32.2284
884,-16.14667,12.87886,106.83748,92551,74.60908
636,-16.71108,14.88143,88.24456,92543,49.94759
636,-16.71108,14.88143,88.24456,92547,38.29696
1627,-12.23295,14.47165,51.86045,92529,51.86045
391,-17.35521,14.76108,0.45207,92464,0.45207
693,-16.50832,16.03081,0.35401,92520,0.35401
319,-17.4006,14.74527,0.83488,92464,0.83488
878,-16.23264,14.90686,147.71244,92469,139.73263
878,-16.23264,14.90686,147.71244,92546,7.97981
1093,-15.77913,16.24585,117.27572,92519,57.35404
1093,-15.77913,16.24585,117.27572,92521,57.95773
1093,-15.77913,16.24585,117.27572,92511,1.96395
103,-17.45881,14.7158,0.2112,92463,0.2112
1181,-15.51504,13.79307,77.49831,92486,16.00868
1181,-15.51504,13.79307,77.49831,92490,61.48962
912,-16.11958,14.42108,93.5087,92482,63.55671
912,-16.11958,14.42108,93.5087,92473,29.95199
896,-16.12141,13.92676,155.06761,92488,153.37412
896,-16.12141,13.92676,155.06761,92489,1.69349
348,-17.38403,14.77311,0.3322,92464,0.3322
1060,-15.8668,14.86023,0.50949,92472,0.50949
756,-16.39159,14.97043,105.13489,92466,95.43104
756,-16.39159,14.97043,105.13489,92469,7.28308
756,-16.39159,14.97043,105.13489,92545,0.04047
756,-16.39159,14.97043,105.13489,92546,2.3803
277,-17.4266,14.75667,0.36351,92463,0.24711
277,-17.4266,14.75667,0.36351,92464,0.11641
