CT,lon,lat,O_Area_km2,ID_2,P_Area_km2
930,-16.07694,14.1857,46.04353,31087,6.75305
1463,-13.53725,15.13179,1826.63032,31095,1826.63032
1409,-14.11478,13.90185,254.70071,31100,254.70071
785,-16.32744,15.18829,76.26564,31103,76.26564
1432,-13.90683,12.75541,178.46752,31091,178.46752
198,-17.44405,14.75806,0.15302,31077,0.15302
1016,-15.90013,15.2149,278.70174,31092,278.70174
977,-15.99769,14.57596,71.77279,31082,71.77279
789,-16.30314,12.55232,35.26309,31104,0.29433
789,-16.30314,12.55232,35.26309,31106,34.96876
141,-17.45344,14.71,0.14249,31077,0.14249
1125,-15.71077,12.57471,85.98496,31090,85.98496
1085,-15.81762,12.69629,160.49765,31090,160.49765
1546,-12.9524,15.22062,36.4734,31095,36.4734
303,-17.41532,14.76613,0.20862,31078,0.20862
309,-17.41,14.74056,0.72978,31078,0.72978
67,-17.46738,14.75961,0.18021,31077,0.18021
1485,-13.58728,12.81392,914.3548,31100,484.86617
1485,-13.58728,12.81392,914.3548,31091,429.48864
76,-17.46546,14.71441,0.16666,31077,0.16666
586,-16.85385,14.60499,53.92553,31102,53.92553
371,-17.36794,14.74657,0.41683,31078,0.41683
1486,-13.58297,13.50501,133.02194,31100,133.02194
1170,-15.51482,14.12607,77.3983,31086,77.3983
741,-16.45709,13.59376,93.23484,31084,93.23484
640,-16.6773,14.77162,69.43535,31102,69.43535
201,-17.44326,14.68744,0.30214,31077,0.30214
1288,-14.91159,12.90124,31.58989,31089,31.58989
273,-17.42987,14.73437,0.20452,31077,0.20452
258,-17.43355,14.65182,0.40095,31077,0.40095
1293,-14.91114,16.63482,61.34017,31097,61.34017
523,-16.97539,14.43949,5.30885,31101,5.30885
472,-17.23578,14.69393,1.29613,31079,1.29613
1171,-15.54505,12.5927,101.89478,31090,101.89478
156,-17.44963,14.74469,0.16869,31077,0.16869
1333,-14.62634,16.54156,80.88882,31097,80.88882
1424,-14.04454,14.02964,453.34632,31100,453.34632
1000,-15.91965,14.8608,7.80125,31082,7.80125
137,-17.45434,14.72979,0.14214,31077,0.14214
1109,-15.72214,14.12124,124.96398,31086,124.96398
1267,-15.00739,16.45571,361.55189,31097,361.55189
705,-16.49408,16.0147,0.74991,31096,0.74991
123,-17.45632,14.75818,0.31093,31077,0.31093
1086,-15.82778,14.88938,139.13424,31082,81.26554
1086,-15.82778,14.88938,139.13424,31093,57.8687
1226,-15.2289,13.29384,604.69364,31089,497.4282
1226,-15.2289,13.29384,604.69364,31090,107.26544
777,-16.33594,13.76744,103.17917,31084,103.17917
2,-17.52436,14.74743,0.40481,31077,0.40481
604,-16.81866,14.94872,1.70089,31103,1.70089
47,-17.47233,14.69509,0.37116,31077,0.37116
81,-17.46365,14.7124,0.19283,31077,0.19283
166,-17.44909,14.7267,0.20918,31077,0.20918
807,-16.25562,12.99892,190.04383,31104,190.04383
56,-17.46957,14.7453,0.31726,31077,0.31726
1410,-14.07282,16.39234,76.91594,31097,76.91594
957,-16.02266,14.37403,71.65013,31083,0.50583
957,-16.02266,14.37403,71.65013,31085,71.1443
126,-17.45512,14.72185,0.14611,31077,0.14611
1605,-12.3417,14.4795,406.20862,31098,406.20862
1007,-15.90738,12.71122,85.18655,31090,85.18655
323,-17.39611,14.77432,0.15176,31078,0.15176
1278,-14.95308,12.88935,4.97025,31089,4.97025
1368,-14.33934,15.64843,490.52347,31095,13.09359
1368,-14.33934,15.64843,490.52347,31097,97.4747
1368,-14.33934,15.64843,490.52347,31093,379.95519
338,-17.38961,14.76694,0.25471,31078,0.25471
415,-17.32433,14.73006,0.53865,31078,0.53865
1290,-14.91396,12.87208,32.41536,31089,32.41536
1300,-14.81223,15.2918,1009.81247,31093,1009.81247
260,-17.43243,14.76386,0.19656,31077,0.16209
260,-17.43243,14.76386,0.19656,31078,0.03447
1279,-14.94342,12.8965,1.50143,31089,1.50143
915,-16.09595,14.15374,6.73067,31087,6.73067
731,-16.46224,14.70098,13.97123,31080,13.97123
1542,-12.99956,15.48764,63.54838,31095,63.54838
1260,-15.08545,13.00334,372.24009,31089,370.61683
1260,-15.08545,13.00334,372.24009,31090,1.62326
1465,-13.66922,15.74456,707.42771,31095,707.42771
207,-17.44111,14.74675,0.18633,31077,0.18633
984,-15.96358,14.91806,102.14008,31082,97.73129
984,-15.96358,14.91806,102.14008,31092,4.40878
1245,-15.20069,14.29582,220.03046,31086,220.03046
1347,-14.54935,16.58578,102.07819,31097,102.07819
775,-16.35734,14.12531,113.17099,31083,16.45698
775,-16.35734,14.12531,113.17099,31084,92.30325
775,-16.35734,14.12531,113.17099,31087,4.41077
1435,-13.9211,16.17339,78.32595,31097,78.32595
689,-16.53116,15.70293,261.36758,31094,181.38045
689,-16.53116,15.70293,261.36758,31092,79.98713
550,-16.9353,14.79383,0.52286,31102,0.52286
1471,-13.67177,13.7674,0.31878,31100,0.31878
115,-17.45661,14.7543,0.11184,31077,0.11184
611,-16.80911,14.75514,94.73372,31102,94.73372
1538,-13.02493,15.33209,154.37326,31095,154.37326
988,-15.93542,12.50598,118.55727,31106,89.58275
988,-15.93542,12.50598,118.55727,31090,28.97452
1469,-13.67293,13.77695,1.33967,31100,1.33967
240,-17.43657,14.74887,0.37229,31077,0.37229
1596,-12.45486,14.90336,2.82908,31098,2.82908
21,-17.48793,14.75005,0.56468,31077,0.56468
374,-17.36642,14.75625,0.41198,31078,0.41198
1603,-12.46467,12.6663,297.25911,31099,297.25911
1286,-14.93508,12.88471,3.21135,31089,3.21135
1563,-12.79981,12.64657,164.72165,31099,164.72165
956,-16.01201,16.43582,132.03005,31096,132.03005
271,-17.42846,14.67091,0.20882,31077,0.20882
175,-17.44742,14.67299,0.16733,31077,0.16733
1268,-15.00616,12.88363,126.91401,31089,126.91401
233,-17.43828,14.73138,0.18145,31077,0.18145
1244,-15.18823,14.01674,202.8238,31086,202.8238
124,-17.45596,14.6803,0.14372,31077,0.14372
485,-17.15001,14.60897,11.491,31079,6.33722
485,-17.15001,14.60897,11.491,31101,5.15378
1242,-15.16502,15.46445,270.56243,31093,270.56243
563,-16.92584,14.29037,11.29265,31101,11.29265
671,-16.5843,14.63137,91.71733,31080,67.37711
671,-16.5843,14.63137,91.71733,31101,24.34022
659,-16.64347,15.00576,80.19584,31080,0.6656
659,-16.64347,15.00576,80.19584,31103,79.53024
1343,-14.57002,14.49339,133.99659,31100,71.22958
1343,-14.57002,14.49339,133.99659,31086,35.25047
1343,-14.57002,14.49339,133.99659,31093,27.51653
457,-17.26916,14.712,0.40739,31079,0.40739
904,-16.14921,14.99706,132.81782,31081,39.58946
904,-16.14921,14.99706,132.81782,31082,4.46265
904,-16.14921,14.99706,132.81782,31103,7.14332
904,-16.14921,14.99706,132.81782,31092,81.62239
1365,-14.41304,14.86891,851.32084,31095,344.30311
1365,-14.41304,14.86891,851.32084,31093,507.01773
1275,-14.98612,13.40135,309.42258,31089,309.42258
849,-16.22719,12.80156,0.88879,31104,0.88879
1233,-15.24621,14.5675,447.67345,31086,430.56525
1233,-15.24621,14.5675,447.67345,31093,17.1082
1168,-15.55759,12.8728,120.18012,31090,120.18012
478,-17.20488,14.67341,13.87373,31079,13.87373
148,-17.44982,14.69631,0.25153,31077,0.25153
1662,-11.48235,12.4849,89.5417,31099,89.5417
200,-17.44337,14.67072,0.2125,31077,0.2125
1084,-15.83663,14.39697,77.96338,31085,75.01921
1084,-15.83663,14.39697,77.96338,31086,2.94417
450,-17.27984,14.77476,2.52121,31079,2.52121
1008,-15.89711,14.80434,1.64449,31082,1.64449
1422,-14.01669,16.30976,79.6054,31097,79.6054
790,-16.29335,12.56244,2.68358,31106,2.68358
30,-17.48051,14.7138,0.35156,31077,0.35156
1467,-13.68807,13.74879,92.41401,31100,92.41401
484,-17.14568,14.74949,12.2832,31079,10.08322
484,-17.14568,14.74949,12.2832,31102,2.19998
153,-17.45076,14.75788,0.20108,31077,0.20108
1191,-15.48219,15.3642,177.82428,31093,177.82428
859,-16.23474,15.60994,8.34977,31094,8.34977
1639,-12.11229,12.42149,143.26546,31099,143.26546
203,-17.44161,14.75008,0.18227,31077,0.18227
1600,-12.45941,14.72347,488.14242,31098,488.14242
1319,-14.70729,14.18577,177.86223,31086,177.86223
1578,-12.65768,15.00748,99.26948,31095,91.39494
1578,-12.65768,15.00748,99.26948,31098,7.87453
1327,-14.72939,14.1501,105.55516,31086,105.55516
1374,-14.37516,16.41222,179.99871,31097,179.99871
314,-17.40329,14.76861,0.48787,31078,0.48787
874,-16.26418,15.81208,95.73203,31094,95.73203
1096,-15.75961,12.597,85.01853,31090,85.01853
308,-17.40996,14.76718,0.57471,31078,0.57471
1026,-15.90625,14.19773,87.94256,31085,87.94256
1015,-15.90765,14.89626,28.48202,31082,28.48202
1380,-14.28376,13.97707,264.44599,31100,264.44599
150,-17.45079,14.67468,0.16702,31077,0.16702
616,-16.77763,14.17632,75.95529,31083,14.05418
616,-16.77763,14.17632,75.95529,31101,61.90111
96,-17.45962,14.75623,0.17528,31077,0.17528
1634,-12.15868,12.52603,95.54218,31099,95.54218
1057,-15.87462,14.88164,2.63483,31082,2.63483
1540,-13.00959,12.79434,953.97085,31099,855.97077
1540,-13.00959,12.79434,953.97085,31100,98.00008
1572,-12.7231,14.22119,180.06254,31098,180.06254
186,-17.44684,14.76394,0.31119,31077,0.31119
1178,-15.51463,13.37473,40.76764,31090,40.76764
949,-16.04647,13.85495,110.41198,31087,52.70777
949,-16.04647,13.85495,110.41198,31088,57.70421
249,-17.43379,14.67685,0.46397,31077,0.46397
1248,-15.16272,12.8197,119.91445,31089,18.76709
1248,-15.16272,12.8197,119.91445,31090,101.14736
521,-16.97373,14.41762,0.9503,31101,0.9503
1443,-13.80578,16.06892,64.95851,31097,64.95851
692,-16.50836,15.98445,2.93258,31096,2.93258
199,-17.44351,14.75515,0.11511,31077,0.11511
1599,-12.38145,14.28574,318.63274,31098,318.63274
845,-16.22596,14.4954,81.75561,31083,81.75561
352,-17.38005,14.76821,0.36655,31078,0.36655
538,-16.9418,14.75553,43.52235,31102,43.52235
1571,-12.71637,12.48896,100.1453,31099,100.1453
159,-17.45055,14.70703,0.15703,31077,0.15703
387,-17.35676,14.74202,0.54921,31078,0.54921
373,-17.36798,14.75164,0.34042,31078,0.34042
77,-17.46676,14.6855,0.27837,31077,0.27837
220,-17.43912,14.74356,0.28246,31077,0.28246
1297,-14.87539,12.6874,52.75817,31089,52.75817
1034,-15.88539,14.85074,1.10832,31082,1.10832
405,-17.33502,14.77163,0.90199,31078,0.90199
665,-16.56504,14.0094,168.84312,31083,47.18078
665,-16.56504,14.0094,168.84312,31084,121.66234
465,-17.25848,14.71249,0.50567,31079,0.50567
404,-17.33654,14.79704,3.65523,31078,2.57875
404,-17.33654,14.79704,3.65523,31079,1.07648
938,-16.06121,14.15186,1.44293,31085,0.13164
938,-16.06121,14.15186,1.44293,31087,1.31128
1414,-14.07238,13.21156,144.85598,31091,144.85598
1593,-12.46972,14.90368,21.74038,31098,21.74038
1663,-11.44073,12.56648,98.25036,31099,98.25036
890,-16.18807,13.78164,122.05084,31084,40.78706
890,-16.18807,13.78164,122.05084,31088,81.26378
992,-15.93536,13.88721,111.37892,31087,43.62678
992,-15.93536,13.88721,111.37892,31088,67.75214
97,-17.46041,14.72941,0.20735,31077,0.20735
1584,-12.55745,15.03205,27.55249,31098,27.55249
654,-16.64907,15.0557,61.31078,31103,61.31078
1243,-15.20964,12.75182,84.07675,31090,84.07675
564,-16.92026,14.78043,0.63053,31102,0.63053
1580,-12.67841,12.45471,126.59146,31099,126.59146
913,-16.12606,14.83061,158.64727,31081,136.05953
913,-16.12606,14.83061,158.64727,31082,22.58774
1041,-15.88159,14.86174,0.21794,31082,0.21794
554,-16.93463,14.8057,1.47047,31102,1.47047
1587,-12.54058,12.40803,145.15491,31099,145.15491
580,-16.85996,14.88574,66.05693,31102,10.63762
580,-16.85996,14.88574,66.05693,31103,55.41931
811,-16.26858,13.918,72.59603,31084,72.59603
318,-17.39895,14.77757,0.2516,31078,0.2516
275,-17.42876,14.75877,0.10924,31077,0.10772
275,-17.42876,14.75877,0.10924,31078,0.00152
1591,-12.48347,14.976,47.39889,31098,47.39889
1515,-13.35736,15.66785,74.72221,31095,74.72221
1445,-13.77307,16.03217,54.10089,31095,43.05703
1445,-13.77307,16.03217,54.10089,31097,11.04386
810,-16.27346,12.57417,0.63286,31106,0.63286
767,-16.33998,14.77119,96.89696,31080,73.79288
767,-16.33998,14.77119,96.89696,31081,23.10408
1165,-15.52379,13.8452,118.99016,31086,116.23297
1165,-15.52379,13.8452,118.99016,31088,2.75719
244,-17.43596,14.71899,0.53996,31077,0.53996
589,-16.8434,14.16763,1.91488,31101,1.91488
1554,-12.86284,15.27057,17.1726,31095,17.1726
786,-16.29055,12.78401,58.6437,31104,58.6437
1537,-13.01203,13.16831,1124.20577,31099,334.03475
1537,-13.01203,13.16831,1124.20577,31100,790.17103
1415,-14.02602,13.06481,150.63224,31091,150.63224
1489,-13.54045,13.56353,52.93961,31100,52.93961
838,-16.21851,12.4538,66.01264,31106,66.01264
462,-17.26271,14.71796,0.28796,31079,0.28796
908,-16.13513,14.0584,108.43718,31087,108.43718
193,-17.4435,14.67518,0.15229,31077,0.15229
520,-17.00073,14.93713,90.39706,31103,90.39706
1656,-11.61377,12.64933,220.86015,31099,220.86015
1131,-15.66714,13.69924,114.6405,31088,114.6405
71,-17.46785,14.73717,0.26107,31077,0.26107
535,-16.9421,14.4002,37.26956,31101,37.26956
1266,-15.04876,12.80007,166.4406,31089,166.4406
127,-17.45582,14.71234,0.17267,31077,0.17267
185,-17.44606,14.68398,0.24203,31077,0.24203
907,-16.14617,15.68618,132.61734,31094,132.61734
1392,-14.14921,14.58966,2009.91014,31095,1650.28121
1392,-14.14921,14.58966,2009.91014,31100,357.48887
1392,-14.14921,14.58966,2009.91014,31093,2.14006
1089,-15.78464,12.81343,202.25664,31090,202.25664
458,-17.26663,14.72134,0.35878,31079,0.35878
48,-17.47179,14.72089,0.32045,31077,0.32045
1318,-14.71016,14.60493,311.37513,31086,80.21129
1318,-14.71016,14.60493,311.37513,31093,231.16384
285,-17.42554,14.7332,0.14433,31077,0.14433
707,-16.49155,16.0019,3.34781,31096,3.34781
468,-17.25877,14.72018,0.75971,31079,0.75971
453,-17.27331,14.71786,0.25596,31079,0.25596
933,-16.07027,14.13717,2.26353,31087,2.26353
1440,-13.81648,12.94354,201.50195,31091,201.50195
1592,-12.4623,14.73912,217.12839,31095,12.00203
1592,-12.4623,14.73912,217.12839,31098,205.12636
1261,-15.0937,16.65316,63.93367,31097,63.93367
684,-16.49636,12.8056,49.97861,31104,49.97861
1390,-14.22688,13.19863,104.80864,31091,104.80864
766,-16.36256,15.25963,75.65543,31103,53.95564
766,-16.36256,15.25963,75.65543,31092,21.69979
364,-17.37192,14.74248,0.4878,31078,0.4878
342,-17.38664,14.75215,0.45608,31078,0.45608
924,-16.08131,14.16027,2.13672,31087,2.13672
1064,-15.89074,15.43711,385.14313,31094,309.14552
1064,-15.89074,15.43711,385.14313,31092,61.66579
1064,-15.89074,15.43711,385.14313,31093,14.33181
1353,-14.52048,14.22778,196.04981,31100,196.04981
909,-16.1008,14.74733,105.25863,31081,78.84529
909,-16.1008,14.74733,105.25863,31082,26.41334
1040,-15.88153,14.85442,0.42056,31082,0.42056
1204,-15.45711,13.80963,195.12229,31086,147.49045
1204,-15.45711,13.80963,195.12229,31088,47.63184
43,-17.47642,14.73821,1.13631,31077,1.13631
1547,-12.97368,14.90324,1568.37196,31095,1568.37196
1257,-15.0847,16.51321,168.91401,31097,168.91401
290,-17.42264,14.77,0.18388,31078,0.18388
8,-17.5084,14.73097,0.57692,31077,0.57692
1130,-15.63957,13.94291,147.19156,31086,139.60951
1130,-15.63957,13.94291,147.19156,31087,7.58204
1259,-15.05263,14.12208,161.94426,31086,161.94426
1450,-13.73549,12.98828,203.54897,31091,203.54897
117,-17.45694,14.72617,0.18871,31077,0.18871
360,-17.37577,14.77019,0.40472,31078,0.40472
1527,-13.24732,15.63949,33.47583,31095,33.47583
1027,-15.89455,14.83377,1.7619,31082,1.7619
1032,-15.88889,14.87335,0.83815,31082,0.83815
1448,-13.73609,12.75073,280.20978,31091,280.20978
618,-16.77138,15.06365,69.543,31103,69.543
370,-17.37034,14.78353,0.54505,31078,0.54505
1230,-15.26461,15.6972,581.09402,31093,581.09402
779,-16.34513,14.05783,110.79126,31084,110.79126
368,-17.36889,14.76466,0.39324,31078,0.39324
884,-16.14667,12.87886,106.83748,31104,106.83748
636,-16.71108,14.88143,88.24456,31102,49.94759
636,-16.71108,14.88143,88.24456,31103,38.29696
1627,-12.23295,14.47165,51.86045,31098,51.86045
391,-17.35521,14.76108,0.45207,31078,0.45207
693,-16.50832,16.03081,0.35401,31096,0.35401
319,-17.4006,14.74527,0.83488,31078,0.83488
878,-16.23264,14.90686,147.71244,31081,139.73263
878,-16.23264,14.90686,147.71244,31103,7.97981
1093,-15.77913,16.24585,117.27572,31094,1.96395
1093,-15.77913,16.24585,117.27572,31096,115.31177
103,-17.45881,14.7158,0.2112,31077,0.2112
1181,-15.51504,13.79307,77.49831,31086,16.00868
1181,-15.51504,13.79307,77.49831,31088,61.48962
912,-16.11958,14.42108,93.5087,31083,29.95199
912,-16.11958,14.42108,93.5087,31085,63.55671
896,-16.12141,13.92676,155.06761,31087,155.06761
348,-17.38403,14.77311,0.3322,31078,0.3322
1060,-15.8668,14.86023,0.50949,31082,0.50949
756,-16.39159,14.97043,105.13489,31080,95.43104
756,-16.39159,14.97043,105.13489,31081,7.28308
756,-16.39159,14.97043,105.13489,31103,2.42077
277,-17.4266,14.75667,0.36351,31077,0.24711
277,-17.4266,14.75667,0.36351,31078,0.11641
958,-16.02747,14.14726,34.26429,31085,25.24677
958,-16.02747,14.14726,34.26429,31087,9.01752
1023,-15.89525,14.84252,0.91003,31082,0.91003
540,-16.96515,14.51467,63.49581,31101,61.33454
540,-16.96515,14.51467,63.49581,31102,2.16127
511,-17.01513,14.44382,1.24813,31101,1.24813
66,-17.46785,14.68363,0.18502,31077,0.18502
19,-17.49129,14.71966,0.81378,31077,0.81378
911,-16.08832,12.6907,85.44926,31104,85.44926
1271,-14.99305,16.58711,110.95367,31097,110.95367
1167,-15.53146,14.09874,31.12891,31086,31.12891
798,-16.2847,14.43783,82.89483,31083,82.89483
116,-17.45809,14.75045,0.18984,31077,0.18984
1047,-15.88055,14.81372,10.09346,31082,10.09346
876,-16.2127,15.61835,3.72768,31094,3.72768
1058,-15.86432,14.87538,4.26693,31082,4.26693
926,-16.08479,14.1228,17.55938,31087,17.55938
1427,-13.91782,14.22346,1403.68167,31095,158.98516
1427,-13.91782,14.22346,1403.68167,31100,1244.6965
814,-16.26687,12.58022,1.23316,31106,1.23316
500,-17.07886,14.63216,29.36048,31101,29.35801
500,-17.07886,14.63216,29.36048,31102,0.00247
652,-16.63159,14.90522,72.79992,31080,46.92586
652,-16.63159,14.90522,72.79992,31102,16.59474
652,-16.63159,14.90522,72.79992,31103,9.27933
40,-17.47277,14.70073,0.27908,31077,0.27908
1331,-14.70815,15.03469,790.91207,31093,790.91207
714,-16.47116,13.76187,183.05954,31084,183.05954
1157,-15.61681,16.0851,394.86989,31094,10.02921
1157,-15.61681,16.0851,394.86989,31096,384.84068
969,-15.99883,14.42999,101.41308,31085,101.41308
660,-16.61497,15.11667,36.89919,31103,36.89919
42,-17.47532,14.75645,0.54956,31077,0.54956
90,-17.46237,14.75771,0.21868,31077,0.21868
106,-17.45788,14.70605,0.18515,31077,0.18515
1283,-14.90373,16.16615,676.14483,31097,676.14483
1159,-15.53317,12.77057,58.92423,31090,58.92423
1565,-12.77682,15.14023,69.57869,31095,69.57869
80,-17.46624,14.74669,0.24341,31077,0.24341
744,-16.42136,14.6331,63.09076,31080,61.64887
744,-16.42136,14.6331,63.09076,31083,1.44189
416,-17.31994,14.74726,2.00504,31078,2.00504
1350,-14.56057,13.87849,163.13865,31100,162.27033
1350,-14.56057,13.87849,163.13865,31086,0.86832
594,-16.84158,15.08909,76.78702,31103,76.78702
29,-17.48192,14.72543,0.27464,31077,0.27464
331,-17.39332,14.77439,0.2238,31078,0.2238
396,-17.35152,14.77442,0.56702,31078,0.56702
1543,-12.9656,15.39144,78.68072,31095,78.68072
171,-17.44783,14.70949,0.10566,31077,0.10566
1366,-14.42838,13.85477,219.02397,31100,219.02397
397,-17.3468,14.76393,0.9669,31078,0.9669
1453,-13.75641,15.29884,1154.23565,31095,1154.23565
1644,-12.01968,12.74765,548.07719,31099,548.07719
1614,-12.30632,12.65711,182.67768,31099,182.67768
570,-16.91263,14.81145,5.40282,31102,5.40282
978,-16.00832,16.48099,58.93909,31096,58.93909
512,-17.00664,14.44451,3.19981,31101,3.19981
1315,-14.76867,12.88679,218.41737,31089,218.41737
879,-16.21058,15.62765,21.43126,31094,21.43126
237,-17.43663,14.6864,0.61915,31077,0.61915
1522,-13.2317,13.84943,589.78822,31098,589.78822
841,-16.24653,14.6553,6.78641,31081,6.78641
1636,-12.09505,12.56049,279.58342,31099,279.58342
1302,-14.86873,16.54191,93.05537,31097,93.05537
1615,-12.27849,12.3977,280.32376,31099,280.32376
212,-17.44179,14.76155,0.12784,31077,0.12784
295,-17.42134,14.73706,0.28127,31077,0.12261
295,-17.42134,14.73706,0.28127,31078,0.15866
451,-17.27561,14.79043,2.21354,31079,2.21354
184,-17.44592,14.72353,0.15647,31077,0.15647
615,-16.7747,15.24925,100.88026,31103,98.41744
615,-16.7747,15.24925,100.88026,31092,2.46282
1046,-15.87672,14.86436,0.16299,31082,0.16299
16,-17.49485,14.72445,0.82533,31077,0.82533
737,-16.44465,15.37398,93.25432,31103,14.86036
737,-16.44465,15.37398,93.25432,31092,78.39396
1080,-15.89621,15.57944,324.05357,31094,324.05357
120,-17.45641,14.68272,0.13859,31077,0.13859
947,-16.07719,13.84995,74.67404,31087,30.74046
947,-16.07719,13.84995,74.67404,31088,43.93358
892,-16.18186,15.07265,86.97009,31103,8.41744
892,-16.18186,15.07265,86.97009,31092,78.55265
1116,-15.73714,16.4018,100.71145,31096,100.71145
349,-17.38292,14.78729,0.75622,31078,0.75622
149,-17.45099,14.71191,0.1055,31077,0.1055
954,-16.05289,12.84054,86.26105,31104,86.26105
1069,-15.85695,14.85792,1.1983,31082,1.1983
1356,-14.45112,12.91698,291.93537,31089,291.93537
502,-17.04635,14.65446,72.27989,31101,41.21633
502,-17.04635,14.65446,72.27989,31102,31.06356
974,-16.01338,15.48113,82.18385,31094,82.18385
1460,-13.73073,12.88497,145.43179,31091,145.43179
588,-16.83611,14.64363,78.45392,31102,78.45392
610,-16.78427,14.41917,43.02095,31101,43.02095
1013,-15.90252,14.85411,0.89499,31082,0.89499
471,-17.23866,14.74654,11.40955,31079,11.40955
1308,-14.84553,14.13773,178.88464,31086,178.88464
788,-16.33363,14.20532,160.14602,31083,61.36798
788,-16.33363,14.20532,160.14602,31084,3.35192
788,-16.33363,14.20532,160.14602,31087,95.42612
1481,-13.62177,13.88508,281.61981,31098,210.1466
1481,-13.62177,13.88508,281.61981,31100,71.47321
1018,-15.90032,14.82849,1.54719,31082,1.54719
1650,-11.68348,12.98007,423.56526,31099,423.56526
717,-16.48015,14.46071,89.20152,31083,89.20152
850,-16.2353,14.64196,4.12881,31081,4.12881
259,-17.43118,14.75153,0.531,31077,0.531
868,-16.22295,15.62611,0.71348,31094,0.71348
1598,-12.48209,12.51147,197.11118,31099,197.11118
584,-16.86418,14.23498,51.51812,31101,51.51812
1396,-14.1982,13.56784,240.25231,31100,240.25231
14,-17.49776,14.73226,0.88513,31077,0.88513
633,-16.72854,14.41263,65.4571,31083,0.69009
633,-16.72854,14.41263,65.4571,31101,64.767
1115,-15.69156,15.07761,323.11095,31093,323.11095
1133,-15.64955,16.43411,153.76423,31096,153.76423
831,-16.25841,13.99259,91.09461,31084,64.31085
831,-16.25841,13.99259,91.09461,31087,26.78376
534,-16.95328,14.41475,3.62581,31101,3.62581
1179,-15.53917,14.02778,60.86899,31086,60.86899
783,-16.28518,13.66018,159.83827,31084,159.83827
1004,-15.88732,13.76958,74.48477,31088,74.48477
809,-16.26953,12.58928,24.89883,31104,19.93296
809,-16.26953,12.58928,24.89883,31106,4.96586
1412,-14.08135,12.74322,165.19535,31091,165.19535
1532,-13.13218,15.47013,98.91164,31095,98.91164
398,-17.34863,14.7927,1.99652,31078,1.99652
12,-17.49987,14.75455,0.45895,31077,0.45895
1128,-15.68764,16.47579,14.04842,31096,14.04842
111,-17.45742,14.74127,0.0932,31077,0.0932
1208,-15.40981,14.62586,296.89389,31085,126.98803
1208,-15.40981,14.62586,296.89389,31086,169.90587
312,-17.40646,14.77719,0.66056,31078,0.66056
794,-16.30039,14.82497,106.3633,31080,5.15807
794,-16.30039,14.82497,106.3633,31081,101.20522
587,-16.8574,14.18114,12.04819,31101,12.04819
734,-16.45068,15.41041,102.9682,31092,102.9682
1339,-14.55663,13.33208,306.05382,31089,306.05382
1117,-15.70174,16.39615,82.32222,31096,82.32222
1631,-12.20662,12.5584,49.88973,31099,49.88973
1520,-13.31985,15.80863,103.79573,31095,103.79573
5,-17.51287,14.74066,0.53626,31077,0.53626
399,-17.34537,14.75422,1.32783,31078,1.32783
899,-16.1478,15.58798,145.32714,31094,145.32714
358,-17.37692,14.7765,0.33214,31078,0.33214
782,-16.34599,14.39666,53.81201,31083,53.81201
144,-17.45181,14.71407,0.11666,31077,0.11666
950,-16.02735,14.86912,121.69005,31081,2.27267
950,-16.02735,14.86912,121.69005,31082,119.41738
901,-16.15194,16.24483,175.08311,31096,175.08311
287,-17.42455,14.74422,0.51924,31077,0.50515
287,-17.42455,14.74422,0.51924,31078,0.01408
1567,-12.70877,13.09869,834.21436,31099,326.4228
1567,-12.70877,13.09869,834.21436,31100,507.79157
441,-17.28386,14.7318,1.403,31079,1.403
470,-17.24733,14.71626,4.41833,31079,4.41833
539,-16.95012,14.77002,7.55801,31102,7.55801
1367,-14.40452,13.49543,54.70267,31100,54.70267
265,-17.43035,14.69905,0.79627,31077,0.79627
1553,-12.86457,15.26126,35.67266,31095,35.67266
1661,-11.44087,12.81515,269.60185,31099,269.60185
932,-16.06918,14.11769,25.83565,31087,25.83565
245,-17.43663,14.73936,0.24649,31077,0.24649
10,-17.50877,14.74777,0.45389,31077,0.45389
674,-16.54699,12.97931,173.08171,31104,173.08171
1393,-14.18812,13.82691,391.68199,31100,391.68199
188,-17.44371,14.69251,0.40451,31077,0.40451
1237,-15.20427,13.89896,71.74795,31086,71.74795
987,-15.97218,14.29623,112.81603,31085,112.81603
1087,-15.84098,13.66654,93.85597,31088,93.85597
1326,-14.69256,12.79293,152.00215,31089,152.00215
1307,-14.8297,13.42621,97.50534,31089,97.50534
89,-17.46116,14.72151,0.12216,31077,0.12216
284,-17.4252,14.73914,0.19636,31077,0.19636
340,-17.38828,14.75812,0.41907,31078,0.41907
1577,-12.6253,13.75431,925.54748,31098,925.54748
1185,-15.53094,16.50834,125.1866,31096,125.1866
526,-16.96714,14.41112,0.75538,31101,0.75538
1025,-15.89205,14.86479,1.0528,31082,1.0528
1473,-13.67047,13.78566,8.28652,31100,8.28652
812,-16.27328,12.56851,0.5592,31106,0.5592
880,-16.1694,14.25498,79.70915,31087,79.70915
33,-17.48077,14.70982,0.39128,31077,0.39128
143,-17.45231,14.74062,0.08273,31077,0.08273
1550,-12.98005,13.63806,583.28971,31098,583.28971
1568,-12.76878,15.04995,138.5664,31095,138.5664
823,-16.27949,16.44001,260.83925,31096,260.83925
329,-17.39367,14.76006,0.23921,31078,0.23921
1441,-13.85162,12.82956,196.11347,31091,196.11347
